   tot%      tot#     self%     self#  function
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal"
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal.list"
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal"
0.00154         4   0.00154         4  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal.character"
0.01229        32   0.01152        30  | | | | | | | | | | | | | | | | | | | | | | "eigen"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | "rev"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | "as.matrix"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | "matrix"
0.04339       113   0.00000         0  | | | | | | | | | | | | | | | | | | | | | "ouMatrix"
0.01613        42   0.01613        42  | | | | | | | | | | | | | | | | | | | | | | "*"
0.00730        19   0.00730        19  | | | | | | | | | | | | | | | | | | | | | | "-"
0.00730        19   0.00691        18  | | | | | | | | | | | | | | | | | | | | | | "diag"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "sapply"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | "lapply"
0.00576        15   0.00576        15  | | | | | | | | | | | | | | | | | | | | | | "matrix"
0.00499        13   0.00499        13  | | | | | | | | | | | | | | | | | | | | | | "exp"
0.00192         5   0.00192         5  | | | | | | | | | | | | | | | | | | | | | | "+"
0.04186       109   0.00000         0  | | | | | | | | | | | | | | | | | | | | | "phylogMean"
0.04147       108   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "try"
0.04147       108   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "tryCatch"
0.04147       108   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | "tryCatchList"
0.04109       107   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | "tryCatchOne"
0.04109       107   0.00077         2  | | | | | | | | | | | | | | | | | | | | | | | | | | "doTryCatch"
0.04032       105   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | "solve"
0.04032       105   0.01882        49  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "solve.default"
0.01152        30   0.00346         9  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "diag"
0.00806        21   0.00806        21  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "array"
0.00384        10   0.00384        10  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "colnames<-"
0.00384        10   0.00384        10  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "rownames<-"
0.00077         2   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "rownames"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "NROW"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "nrow"
0.00077         2   0.00077         2  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "ifelse"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "ncol"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "colnames"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "NCOL"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | "%*%"
0.00499        13   0.00461        12  | | | | | | | | | | | | | | | | | | | | | "diag<-"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | "cbind"
0.00384        10   0.00384        10  | | | | | | | | | | | | | | | | | | | | | "diag"
0.00346         9   0.00346         9  | | | | | | | | | | | | | | | | | | | | | "*"
0.00115         3   0.00038         1  | | | | | | | | | | | | | | | | | "simpleError"
0.00077         2   0.00000         0  | | | | | | | | | | | | | | | | | | "structure"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | "%in%"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | "match"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | "match"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | "<Anonymous>"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | "deparse"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | "%in%"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | "match"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | "mode"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "deparse"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | ".deparseOpts"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "pmatch"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | "c"
0.08833       230   0.00000         0  | | | | | | | | | | | | | "print"
0.08833       230   0.08833       230  | | | | | | | | | | | | | | "print.default"
0.04800       125   0.00000         0  | | | | | | | | | | | | | "nlm"
0.04800       125   0.00000         0  | | | | | | | | | | | | | | "<Anonymous>"
0.04800       125   0.00000         0  | | | | | | | | | | | | | | | "f"
0.04608       120   0.00000         0  | | | | | | | | | | | | | | | | "try"
0.04608       120   0.00000         0  | | | | | | | | | | | | | | | | | "tryCatch"
0.04608       120   0.00000         0  | | | | | | | | | | | | | | | | | | "tryCatchList"
0.04608       120   0.00000         0  | | | | | | | | | | | | | | | | | | | "tryCatchOne"
0.04608       120   0.00000         0  | | | | | | | | | | | | | | | | | | | | "doTryCatch"
0.04608       120   0.00000         0  | | | | | | | | | | | | | | | | | | | | | "foo"
0.02419        63   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "phylogMean"
0.02266        59   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "print"
0.02266        59   0.02266        59  | | | | | | | | | | | | | | | | | | | | | | | | "print.default"
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "try"
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "tryCatch"
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | "tryCatchList"
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "tryCatchOne"
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | "doTryCatch"
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "solve"
0.00154         4   0.00077         2  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "solve.default"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "diag"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "rownames<-"
0.01267        33   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "vcv.phylo"
0.01229        32   0.00461        12  | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00768        20   0.00192         5  | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00576        15   0.00307         8  | | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00269         7   0.00115         3  | | | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00154         4   0.00077         2  | | | | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "which"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "$"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "reorder"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "reorder.phylo"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | "attr"
0.00461        12   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | "deltaTree"
0.00422        11   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "rescaleTree"
0.00422        11   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "diag"
0.00422        11   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | "vcv.phylo"
0.00384        10   0.00230         6  | | | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00154         4   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00115         3   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00115         3   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00115         3   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "foo"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "$"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "reorder"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | "reorder.phylo"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "match.arg"
0.00230         6   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "dmvnormPseudoinverse"
0.00115         3   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "mahalanobis"
0.00115         3   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "rowSums"
0.00115         3   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | "is.data.frame"
0.00115         3   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "pseudoinverse"
0.00077         2   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | "fast.svd"
0.00077         2   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "positive.svd"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "svd"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t.default"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | "%*%"
0.00077         2   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | "eigen"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | "rev"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "isSymmetric"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "isSymmetric.matrix"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal.numeric"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | "as.vector"
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "dmvnorm"
0.00115         3   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "mahalanobis"
0.00115         3   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | "sweep"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | "match.fun"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | "get"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | "aperm"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "aperm.default"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | "order"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "unlist"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "lapply"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "isSymmetric"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "isSymmetric.matrix"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal.numeric"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | "data.class"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t.default"
0.00077         2   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "ouMatrix"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | "*"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | "+"
0.00192         5   0.00000         0  | | | | | | | | | | | | | | | | "phylogMean"
0.00192         5   0.00000         0  | | | | | | | | | | | | | | | | | "print"
0.00192         5   0.00192         5  | | | | | | | | | | | | | | | | | | "print.default"
0.00115         3   0.00115         3  | | | | | | | | | | | | | "runif"
0.23502       612   0.23502       612  | | | | | | | | | | | | "cat"
0.14324       373   0.00000         0  | | | | | | | | | | | | "treedata"
0.14324       373   0.00000         0  | | | | | | | | | | | | | "is.vector"
0.14324       373   0.00000         0  | | | | | | | | | | | | | | "convertTaxonFrameToGeigerData"
0.14324       373   0.00691        18  | | | | | | | | | | | | | | | "doSimulation"
0.07604       198   0.00038         1  | | | | | | | | | | | | | | | | "states"
0.07565       197   0.02112        55  | | | | | | | | | | | | | | | | | "standardGeneric"
0.05453       142   0.03802        99  | | | | | | | | | | | | | | | | | | "loadMethod"
0.01651        43   0.00653        17  | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00998        26   0.00998        26  | | | | | | | | | | | | | | | | | | | | "assign"
0.01152        30   0.00000         0  | | | | | | | | | | | | | | | | "timeSinceSpeciation<-"
0.01152        30   0.00154         4  | | | | | | | | | | | | | | | | | "standardGeneric"
0.00691        18   0.00653        17  | | | | | | | | | | | | | | | | | | "loadMethod"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | "assign"
0.00307         8   0.00038         1  | | | | | | | | | | | | | | | | | | "timeSinceSpeciation<-"
0.00269         7   0.00038         1  | | | | | | | | | | | | | | | | | | | "@<-"
0.00230         6   0.00038         1  | | | | | | | | | | | | | | | | | | | | "slot<-"
0.00192         5   0.00038         1  | | | | | | | | | | | | | | | | | | | | | "checkSlotAssignment"
0.00154         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "elNamed"
0.00115         3   0.00115         3  | | | | | | | | | | | | | | | | | | | | | | | "match"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | "el"
0.00883        23   0.00000         0  | | | | | | | | | | | | | | | | "matrix"
0.00883        23   0.00000         0  | | | | | | | | | | | | | | | | | "states"
0.00883        23   0.00115         3  | | | | | | | | | | | | | | | | | | "standardGeneric"
0.00768        20   0.00576        15  | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00192         5   0.00077         2  | | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00115         3   0.00115         3  | | | | | | | | | | | | | | | | | | | | | "assign"
0.00768        20   0.00000         0  | | | | | | | | | | | | | | | | "nextstates<-"
0.00768        20   0.00038         1  | | | | | | | | | | | | | | | | | "standardGeneric"
0.00384        10   0.00269         7  | | | | | | | | | | | | | | | | | | "loadMethod"
0.00115         3   0.00038         1  | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00077         2   0.00077         2  | | | | | | | | | | | | | | | | | | | | "assign"
0.00346         9   0.00077         2  | | | | | | | | | | | | | | | | | | "nextstates<-"
0.00269         7   0.00000         0  | | | | | | | | | | | | | | | | | | | "@<-"
0.00269         7   0.00115         3  | | | | | | | | | | | | | | | | | | | | "slot<-"
0.00154         4   0.00038         1  | | | | | | | | | | | | | | | | | | | | | "checkSlotAssignment"
0.00115         3   0.00077         2  | | | | | | | | | | | | | | | | | | | | | | "elNamed"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | "match"
0.00768        20   0.00000         0  | | | | | | | | | | | | | | | | "extrinsicFn"
0.00768        20   0.00000         0  | | | | | | | | | | | | | | | | | "states"
0.00768        20   0.00077         2  | | | | | | | | | | | | | | | | | | "standardGeneric"
0.00691        18   0.00614        16  | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00077         2   0.00038         1  | | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | "assign"
0.00653        17   0.00000         0  | | | | | | | | | | | | | | | | "states<-"
0.00653        17   0.00115         3  | | | | | | | | | | | | | | | | | "standardGeneric"
0.00307         8   0.00230         6  | | | | | | | | | | | | | | | | | | "loadMethod"
0.00077         2   0.00077         2  | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00230         6   0.00077         2  | | | | | | | | | | | | | | | | | | "states<-"
0.00154         4   0.00077         2  | | | | | | | | | | | | | | | | | | | "@<-"
0.00077         2   0.00000         0  | | | | | | | | | | | | | | | | | | | | "slot<-"
0.00077         2   0.00077         2  | | | | | | | | | | | | | | | | | | | | | "checkSlotAssignment"
0.00614        16   0.00077         2  | | | | | | | | | | | | | | | | "intrinsicFn"
0.00538        14   0.00038         1  | | | | | | | | | | | | | | | | | "rnorm"
0.00461        12   0.00000         0  | | | | | | | | | | | | | | | | | | "states"
0.00461        12   0.00115         3  | | | | | | | | | | | | | | | | | | | "standardGeneric"
0.00346         9   0.00269         7  | | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00077         2   0.00000         0  | | | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00077         2   0.00077         2  | | | | | | | | | | | | | | | | | | | | | | "assign"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | "length"
0.00538        14   0.00038         1  | | | | | | | | | | | | | | | | "timeSinceSpeciation"
0.00499        13   0.00115         3  | | | | | | | | | | | | | | | | | "standardGeneric"
0.00384        10   0.00346         9  | | | | | | | | | | | | | | | | | | "loadMethod"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | "assign"
0.00461        12   0.00038         1  | | | | | | | | | | | | | | | | "nextstates"
0.00422        11   0.00077         2  | | | | | | | | | | | | | | | | | "standardGeneric"
0.00346         9   0.00230         6  | | | | | | | | | | | | | | | | | | "loadMethod"
0.00115         3   0.00000         0  | | | | | | | | | | | | | | | | | | | "loadMethod"
0.00115         3   0.00115         3  | | | | | | | | | | | | | | | | | | | | "assign"
0.00115         3   0.00000         0  | | | | | | | | | | | | | | | | "["
0.00115         3   0.00077         2  | | | | | | | | | | | | | | | | | "[.data.frame"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | "%in%"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | | | "match"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | "sys.call"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | "dim"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | "dim"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | "id"
0.00038         1   0.00000         0  | | | | | | | | | | | | | | | | | "standardGeneric"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | "loadMethod"
0.00192         5   0.00000         0  | | | | | | | | | | | "print"
0.00192         5   0.00192         5  | | | | | | | | | | | | "print.default"
0.27803       724   0.00000         0  | | "%dopar%"
0.27803       724   0.00000         0  | | | "<Anonymous>"
0.27803       724   0.00000         0  | | | | "tryCatch"
0.27803       724   0.00000         0  | | | | | "tryCatchList"
0.27803       724   0.00000         0  | | | | | | "tryCatchOne"
0.27803       724   0.00000         0  | | | | | | | "doTryCatch"
0.27803       724   0.00000         0  | | | | | | | | "tryCatch"
0.27803       724   0.00000         0  | | | | | | | | | "tryCatchList"
0.27803       724   0.00000         0  | | | | | | | | | | "tryCatchOne"
0.27803       724   0.00000         0  | | | | | | | | | | | "doTryCatch"
0.27803       724   0.00000         0  | | | | | | | | | | | | "eval"
0.27803       724   0.00000         0  | | | | | | | | | | | | | "eval"
0.27803       724   0.00000         0  | | | | | | | | | | | | | | "simulateData"
0.27803       724   0.00000         0  | | | | | | | | | | | | | | | "summaryStatsLong"
0.22005       573   0.00000         0  | | | | | | | | | | | | | | | | "fitContinuous.hacked"
0.13402       349   0.00000         0  | | | | | | | | | | | | | | | | | "fitContinuousModel"
0.08026       209   0.00000         0  | | | | | | | | | | | | | | | | | | "try"
0.08026       209   0.00000         0  | | | | | | | | | | | | | | | | | | | "tryCatch"
0.08026       209   0.00000         0  | | | | | | | | | | | | | | | | | | | | "tryCatchList"
0.08026       209   0.00000         0  | | | | | | | | | | | | | | | | | | | | | "tryCatchOne"
0.07949       207   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "doTryCatch"
0.07949       207   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "optim"
0.07949       207   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "<Anonymous>"
0.07949       207   0.00192         5  | | | | | | | | | | | | | | | | | | | | | | | | | "fn"
0.03917       102   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "dmvnormPseudoinverse"
0.02880        75   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | "mahalanobis"
0.02880        75   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "rowSums"
0.02842        74   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "is.data.frame"
0.02842        74   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "pseudoinverse"
0.02535        66   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "fast.svd"
0.02535        66   0.00461        12  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "positive.svd"
0.02035        53   0.00230         6  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "svd"
0.01651        43   0.01498        39  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "La.svd"
0.00154         4   0.00154         4  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "matrix"
0.00154         4   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t"
0.00115         3   0.00115         3  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t.default"
0.00038         1   0.00038         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | ">"
0.00230         6   0.00230         6  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "*"
0.00077         2   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t"
0.00077         2   0.00077         2  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t.default"
0.00538        14   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | "isSymmetric"
0.00538        14   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "isSymmetric.matrix"
0.00538        14   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal"
0.00538        14   0.00115         3  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal.numeric"
